Shot01,4/1/2023 16:02,0,0
Shot01,4/1/2023 16:02,0.25,0
Shot01,4/1/2023 16:02,0.5,0
Shot01,4/1/2023 16:02,0.75,0
Shot01,4/1/2023 16:02,1,0
Shot01,4/1/2023 16:02,1.25,0
Shot01,4/1/2023 16:02,1.5,0.1
Shot01,4/1/2023 16:02,1.75,0.4
Shot01,4/1/2023 16:02,2,0.1
Shot01,4/1/2023 16:02,2.25,-0.3
Shot01,4/1/2023 16:02,2.5,-0.4
Shot01,4/1/2023 16:02,2.75,0.3
Shot01,4/1/2023 16:02,3,0.3
Shot01,4/1/2023 16:02,3.25,0.1
Shot01,4/1/2023 16:02,3.5,0
Shot01,4/1/2023 16:02,3.75,0.1
Shot01,4/1/2023 16:02,4,-0.2
Shot01,4/1/2023 16:02,4.25,-0.1
Shot01,4/1/2023 16:02,4.5,0
Shot01,4/1/2023 16:02,4.75,-0.2
Shot01,4/1/2023 16:02,5,0.3
Shot01,4/1/2023 16:02,5.25,0.1
Shot01,4/1/2023 16:02,5.5,0
Shot01,4/1/2023 16:02,5.75,-0.1
Shot01,4/1/2023 16:02,6,-0.2
Shot01,4/1/2023 16:02,6.25,-0.3
Shot01,4/1/2023 16:02,6.5,0
Shot01,4/1/2023 16:02,6.75,0
Shot01,4/1/2023 16:02,7,0
Shot01,4/1/2023 16:02,7.25,0
Shot01,4/1/2023 16:02,7.5,0
Shot01,4/1/2023 16:02,7.75,0
Shot01,4/1/2023 16:02,8,0
Shot01,4/1/2023 16:02,8.25,0.1
Shot01,4/1/2023 16:02,8.5,0
Shot01,4/1/2023 16:02,8.75,0
Shot01,4/1/2023 16:02,9,0
Shot01,4/1/2023 16:02,9.25,0
Shot01,4/1/2023 16:02,9.5,0
Shot01,4/1/2023 16:02,9.75,0.3
Shot01,4/1/2023 16:02,10,0.4
Shot01,4/1/2023 16:02,10.25,0.2
Shot01,4/1/2023 16:02,10.5,0.1
Shot01,4/1/2023 16:02,10.75,0.1
Shot01,4/1/2023 16:02,11,0.2
Shot01,4/1/2023 16:02,11.25,0.2
Shot01,4/1/2023 16:02,11.5,0.3
Shot01,4/1/2023 16:02,11.75,0.4
Shot01,4/1/2023 16:02,12,0.3
Shot01,4/1/2023 16:02,12.25,0.7
Shot01,4/1/2023 16:02,12.5,0.9
Shot01,4/1/2023 16:02,12.75,1
Shot01,4/1/2023 16:02,13,1.3
Shot01,4/1/2023 16:02,13.25,1.9
Shot01,4/1/2023 16:02,13.5,1.6
Shot01,4/1/2023 16:02,14,2.9
Shot01,4/1/2023 16:02,13.75,2.3
Shot01,4/1/2023 16:02,14.25,2.9
Shot01,4/1/2023 16:02,14.5,3
Shot01,4/1/2023 16:02,14.75,3.3
Shot01,4/1/2023 16:02,15,3.7
Shot01,4/1/2023 16:02,15.25,3.9
Shot01,4/1/2023 16:02,15.5,4
Shot01,4/1/2023 16:02,15.75,4.5
Shot01,4/1/2023 16:02,16,5.2
Shot01,4/1/2023 16:02,16.25,5.2
Shot01,4/1/2023 16:02,16.5,6
Shot01,4/1/2023 16:02,16.75,6
Shot01,4/1/2023 16:02,17,6.4
Shot01,4/1/2023 16:02,17.25,6.8
Shot01,4/1/2023 16:02,17.5,7
Shot01,4/1/2023 16:02,17.75,7.5
Shot01,4/1/2023 16:02,18,7.8
Shot01,4/1/2023 16:02,18.25,8.1
Shot01,4/1/2023 16:02,18.5,8.4
Shot01,4/1/2023 16:02,18.75,8.5
Shot01,4/1/2023 16:02,19,8.5
Shot01,4/1/2023 16:02,19.25,9.2
Shot01,4/1/2023 16:02,19.5,9.5
Shot01,4/1/2023 16:02,19.75,9.9
Shot01,4/1/2023 16:02,20,10.3
Shot01,4/1/2023 16:02,20.25,10.9
Shot01,4/1/2023 16:02,20.5,11.2
Shot01,4/1/2023 16:02,20.75,11.4
Shot01,4/1/2023 16:02,21,12.2
Shot01,4/1/2023 16:02,21.25,12.6
Shot01,4/1/2023 16:02,21.5,13.2
Shot01,4/1/2023 16:02,21.75,13.3
Shot01,4/1/2023 16:02,22,13.9
Shot01,4/1/2023 16:02,22.25,14.1
Shot01,4/1/2023 16:02,22.5,14.8
Shot01,4/1/2023 16:02,22.75,15.3
Shot01,4/1/2023 16:02,23,15.8
Shot01,4/1/2023 16:02,23.25,16.4
Shot01,4/1/2023 16:02,23.5,16.6
Shot01,4/1/2023 16:02,23.75,17
Shot01,4/1/2023 16:02,24,17.7
Shot01,4/1/2023 16:02,24.25,18.3
Shot01,4/1/2023 16:02,24.5,18.5
Shot01,4/1/2023 16:02,24.75,18.5
Shot01,4/1/2023 16:02,25,19.5
Shot01,4/1/2023 16:02,25.25,20.3
Shot01,4/1/2023 16:02,25.5,20.4
Shot01,4/1/2023 16:02,25.75,21.2
Shot01,4/1/2023 16:02,26,21.9
Shot01,4/1/2023 16:02,26.25,22.4
Shot01,4/1/2023 16:02,26.5,23.1
Shot01,4/1/2023 16:02,26.75,23.4
Shot01,4/1/2023 16:02,27,24
Shot01,4/1/2023 16:02,27.25,24.2
Shot01,4/1/2023 16:02,27.5,24.4
Shot01,4/1/2023 16:02,27.75,25.2
Shot01,4/1/2023 16:02,28.25,26.7
Shot01,4/1/2023 16:02,28,25.8
Shot01,4/1/2023 16:02,28.5,27.5
Shot01,4/1/2023 16:02,28.75,27.5
Shot01,4/1/2023 16:02,29,28.1
Shot01,4/1/2023 16:02,29.25,28.5
Shot01,4/1/2023 16:02,29.5,29
Shot01,4/1/2023 16:02,29.75,29.6
Shot01,4/1/2023 16:02,30,30
Shot01,4/1/2023 16:02,30.5,31.1
Shot01,4/1/2023 16:02,30.25,30.8
Shot01,4/1/2023 16:02,30.75,31.7
Shot01,4/1/2023 16:02,31,32.3
Shot01,4/1/2023 16:02,31.25,32.7
Shot01,4/1/2023 16:02,31.5,33.4
Shot01,4/1/2023 16:02,31.75,34.1
Shot01,4/1/2023 16:02,32,34
Shot01,4/1/2023 16:02,32.25,35.2
Shot01,4/1/2023 16:02,32.5,35.5
Shot01,4/1/2023 16:02,32.75,35.9
Shot01,4/1/2023 16:02,33,36.6
Shot01,4/1/2023 16:02,33.25,37.4
Shot01,4/1/2023 16:02,33.5,37.7
Shot01,4/1/2023 16:02,33.75,38.4
Shot01,4/1/2023 16:02,34,38.6
Shot01,4/1/2023 16:02,34.25,39.5
Shot01,4/1/2023 16:02,34.5,39.4
Shot01,4/1/2023 16:02,34.75,39.4
Shot01,4/1/2023 16:02,35,39.7
Shot01,4/1/2023 16:02,35.25,39.5
Shot01,4/1/2023 16:02,35.5,39.5
Shot01,4/1/2023 16:02,35.75,39.7
Shot01,4/1/2023 16:02,36,39.6
Shot01,4/1/2023 16:02,36.25,39.7
Shot01,4/1/2023 16:02,36.5,39.7
Shot01,4/1/2023 16:02,36.75,39.7
Shot01,4/1/2023 16:02,37,39.7
Shot01,4/1/2023 16:02,37.25,39.7
Shot01,4/1/2023 16:02,37.5,39.7
Shot01,4/1/2023 16:02,37.75,39.7
Shot01,4/1/2023 16:02,38,39.7
Shot01,4/1/2023 16:02,38.25,39.8
Shot01,4/1/2023 16:02,38.5,39.7
Shot01,4/1/2023 16:02,38.75,39.7
Shot01,4/1/2023 16:02,39,39.7
Shot01,4/1/2023 16:02,39.25,39.8
Shot01,4/1/2023 16:02,39.5,39.7
Shot01,4/1/2023 16:02,39.75,39.7
Shot01,4/1/2023 16:02,40,39.7
Shot01,4/1/2023 16:02,40.25,39.7
Shot01,4/1/2023 16:02,40.5,39.7
Shot01,4/1/2023 16:02,40.75,39.7
Shot01,4/1/2023 16:02,41,39.7
Shot01,4/1/2023 16:02,41.25,39.7
Shot01,4/1/2023 16:02,41.5,39.7
Shot02,4/1/2023 16:12,0,0
Shot02,4/1/2023 16:12,0.25,0
Shot02,4/1/2023 16:12,0.5,-0.1
Shot02,4/1/2023 16:12,0.75,-0.1
Shot02,4/1/2023 16:12,1,0.1
Shot02,4/1/2023 16:12,1.25,0.8
Shot02,4/1/2023 16:12,1.5,-0.5
Shot02,4/1/2023 16:12,1.75,-0.5
Shot02,4/1/2023 16:12,2,0
Shot02,4/1/2023 16:12,2.25,0.2
Shot02,4/1/2023 16:12,2.5,0.4
Shot02,4/1/2023 16:12,2.75,0.1
Shot02,4/1/2023 16:12,3,-0.1
Shot02,4/1/2023 16:12,3.25,0
Shot02,4/1/2023 16:12,3.5,-0.2
Shot02,4/1/2023 16:12,3.75,-0.2
Shot02,4/1/2023 16:12,4,0
Shot02,4/1/2023 16:12,4.25,0.1
Shot02,4/1/2023 16:12,4.5,0.2
Shot02,4/1/2023 16:12,4.75,-0.3
